grafo_id,n,p,seed,r_qiea,r_hybrid,r_cobyla,r_cobyla_restart,qiea_evals,refine_evals
12,12,1,2,0.750517,0.750649,0.750649,0.750649,2000,32
12,12,1,3,0.750592,0.750649,0.750649,0.750649,2000,37
12,12,1,4,0.750517,0.750649,0.750649,0.750649,2000,35
12,12,1,5,0.750371,0.750649,0.750649,0.750649,2000,37
12,12,1,6,0.750371,0.750649,0.750649,0.750649,2000,34
12,12,1,7,0.750592,0.750649,0.750649,0.750649,2000,32
12,12,1,8,0.750371,0.750649,0.750649,0.750649,2000,34
12,12,1,9,0.750642,0.750649,0.750649,0.750649,2000,28
12,12,1,10,0.750642,0.750649,0.750649,0.750649,2000,28
12,12,1,11,0.750642,0.750649,0.750649,0.750649,2000,33
12,12,1,12,0.750517,0.750649,0.5625,0.750649,2000,32
12,12,1,13,0.750592,0.750649,0.750649,0.750649,2000,37
12,12,1,14,0.749956,0.750649,0.750649,0.750649,2000,34
12,12,1,15,0.749762,0.750649,0.750649,0.750649,2000,40
12,12,1,16,0.750517,0.750649,0.750649,0.750649,2000,32
12,12,1,17,0.750371,0.750649,0.750649,0.750649,2000,37
12,12,1,18,0.750517,0.750649,0.750649,0.750649,2000,32
12,12,1,19,0.748416,0.750649,0.750649,0.750649,2000,32
12,12,2,0,0.781047,0.813807,0.801561,0.820729,4000,200
12,12,2,1,0.795781,0.801561,0.813809,0.820729,4000,173
12,12,2,2,0.811147,0.813809,0.820729,0.820729,4000,177
12,12,2,3,0.820017,0.820729,0.801561,0.820729,4000,82
12,12,2,4,0.812701,0.813809,0.820729,0.820729,4000,160
12,12,2,5,0.820489,0.820729,0.801561,0.820729,4000,60
12,12,2,6,0.815989,0.820729,0.801561,0.820729,4000,75
12,12,2,7,0.813003,0.813809,0.813809,0.820729,4000,108
12,12,2,8,0.794175,0.801561,0.813809,0.820729,4000,151
12,12,2,9,0.794876,0.801561,0.820729,0.820729,4000,164
12,12,2,10,0.820471,0.820729,0.820729,0.820729,4000,58
12,12,2,11,0.796817,0.813809,0.820729,0.820729,4000,198
12,12,2,12,0.794236,0.813808,0.820729,0.820729,4000,200
12,12,2,13,0.8127,0.813809,0.820729,0.820729,4000,137
12,12,2,14,0.80155,0.801561,0.813809,0.820729,4000,49
12,12,2,15,0.795542,0.801561,0.813809,0.820729,4000,152
12,12,2,16,0.820699,0.820729,0.820729,0.820729,4000,54
12,12,2,17,0.814282,0.820729,0.801561,0.820729,4000,61
12,12,2,18,0.795474,0.813807,0.813808,0.820729,4000,200
12,12,2,19,0.813945,0.820729,0.813809,0.820729,4000,86
13,12,1,0,0.768239,0.76892,0.76892,0.76892,2000,35
13,12,1,1,0.76883,0.76892,0.76892,0.76892,2000,32
13,12,1,2,0.768874,0.76892,0.76892,0.76892,2000,32
13,12,1,3,0.767767,0.76892,0.76892,0.76892,2000,37
13,12,1,4,0.768045,0.76892,0.76892,0.76892,2000,32
13,12,1,5,0.768918,0.76892,0.76892,0.76892,2000,27
13,12,1,6,0.76883,0.76892,0.76892,0.76892,2000,30
13,12,1,7,0.76883,0.76892,0.76892,0.76892,2000,30
13,12,1,8,0.767767,0.76892,0.76892,0.76892,2000,31
13,12,1,9,0.768527,0.76892,0.76892,0.76892,2000,28
13,12,1,10,0.768527,0.76892,0.76892,0.76892,2000,28
13,12,1,11,0.768527,0.76892,0.76892,0.76892,2000,35
13,12,1,12,0.76883,0.76892,0.5625,0.76892,2000,32
13,12,1,13,0.76883,0.76892,0.76892,0.76892,2000,32
13,12,1,14,0.768918,0.76892,0.76892,0.76892,2000,27
13,12,1,15,0.768918,0.76892,0.76892,0.76892,2000,29
13,12,1,16,0.76883,0.76892,0.76892,0.76892,2000,32
13,12,1,17,0.768918,0.76892,0.76892,0.76892,2000,29
13,12,1,18,0.768874,0.76892,0.76892,0.76892,2000,31
13,12,1,19,0.768611,0.76892,0.76892,0.76892,2000,29
13,12,2,0,0.824594,0.833683,0.819651,0.842064,4000,200
13,12,2,1,0.833216,0.842064,0.833684,0.842064,4000,76
13,12,2,2,0.830486,0.833684,0.842064,0.842064,4000,200
13,12,2,3,0.84181,0.842064,0.819651,0.842064,4000,56
13,12,2,4,0.833498,0.833684,0.842064,0.842064,4000,138
13,12,2,5,0.830675,0.833684,0.819651,0.842064,4000,183
13,12,2,6,0.841942,0.842064,0.819651,0.842064,4000,68
13,12,2,7,0.83333,0.833684,0.842064,0.842064,4000,133
13,12,2,8,0.811889,0.819651,0.833684,0.842064,4000,200
13,12,2,9,0.815676,0.819651,0.819651,0.842064,4000,200
13,12,2,10,0.841826,0.842064,0.842064,0.842064,4000,64
13,12,2,11,0.818809,0.833684,0.842064,0.842064,4000,200
13,12,2,12,0.814783,0.83368,0.819651,0.842064,4000,200
13,12,2,13,0.831962,0.833684,0.819651,0.842064,4000,178
13,12,2,14,0.836429,0.842064,0.833684,0.842064,4000,83
13,12,2,15,0.831093,0.842064,0.842064,0.842064,4000,74
13,12,2,16,0.817213,0.833652,0.842064,0.842064,4000,200
13,12,2,17,0.810865,0.833662,0.819651,0.842064,4000,200
13,12,2,18,0.817192,0.833634,0.819651,0.842064,4000,200
13,12,2,19,0.836454,0.842064,0.833684,0.842064,4000,63
14,12,1,0,0.750517,0.750649,0.750649,0.750649,2000,32
14,12,1,1,0.750642,0.750649,0.750649,0.750649,2000,34
14,12,1,2,0.750517,0.750649,0.750649,0.750649,2000,35
14,12,1,3,0.750592,0.750649,0.750649,0.750649,2000,32
14,12,1,4,0.750517,0.750649,0.750649,0.750649,2000,32
14,12,1,5,0.750371,0.750649,0.750649,0.750649,2000,37
14,12,1,6,0.750371,0.750649,0.750649,0.750649,2000,34
14,12,1,7,0.750592,0.750649,0.750649,0.750649,2000,39
14,12,1,8,0.750371,0.750649,0.750649,0.750649,2000,34
14,12,1,9,0.750642,0.750649,0.750649,0.750649,2000,28
14,12,1,10,0.750642,0.750649,0.750649,0.750649,2000,28
14,12,1,11,0.750642,0.750649,0.750649,0.750649,2000,34
14,12,1,12,0.750517,0.750649,0.5625,0.750649,2000,35
14,12,1,13,0.750592,0.750649,0.750649,0.750649,2000,32
14,12,1,14,0.749956,0.750649,0.750649,0.750649,2000,35
14,12,1,15,0.749762,0.750649,0.750649,0.750649,2000,31
14,12,1,16,0.750517,0.750649,0.750649,0.750649,2000,35
14,12,1,17,0.750371,0.750649,0.750649,0.750649,2000,37
14,12,1,18,0.750517,0.750649,0.750649,0.750649,2000,35
14,12,1,19,0.748416,0.750649,0.750649,0.750649,2000,44
14,12,2,0,0.823364,0.825481,0.802173,0.825481,4000,65
14,12,2,1,0.817921,0.819989,0.819989,0.825481,4000,185
14,12,2,2,0.811066,0.819989,0.825481,0.825481,4000,197
14,12,2,3,0.82505,0.825481,0.802173,0.825481,4000,56
14,12,2,4,0.818909,0.819989,0.825481,0.825481,4000,144
14,12,2,5,0.818982,0.819989,0.802173,0.825481,4000,172
14,12,2,6,0.821976,0.825481,0.802173,0.825481,4000,55
14,12,2,7,0.819263,0.819989,0.819989,0.825481,4000,135
14,12,2,8,0.794151,0.802173,0.819989,0.825481,4000,194
14,12,2,9,0.795857,0.802173,0.802173,0.825481,4000,200
14,12,2,10,0.825235,0.825481,0.825481,0.825481,4000,60
14,12,2,11,0.802476,0.819989,0.825481,0.825481,4000,175
14,12,2,12,0.798282,0.819988,0.819989,0.825481,4000,200
14,12,2,13,0.819863,0.819989,0.825481,0.825481,4000,114
14,12,2,14,0.801897,0.802173,0.819989,0.825481,4000,81
14,12,2,15,0.796807,0.802173,0.819989,0.825481,4000,139
14,12,2,16,0.795311,0.802173,0.825481,0.825481,4000,200
14,12,2,17,0.819074,0.825481,0.802173,0.825481,4000,61
14,12,2,18,0.814544,0.825481,0.819989,0.825481,4000,75
14,12,2,19,0.81984,0.825481,0.819989,0.825481,4000,68
