grafo_id,n,p,optimizer,seed,r_final
4,8,2,cobyla_restart,5,0.807945
4,8,2,cobyla_restart,6,0.807945
4,8,2,cobyla_restart,7,0.807945
4,8,2,cobyla_restart,8,0.807945
4,8,2,cobyla_restart,9,0.807945
4,8,2,cobyla_restart,10,0.807945
4,8,2,cobyla_restart,11,0.807945
4,8,2,cobyla_restart,12,0.807945
4,8,2,cobyla_restart,13,0.807945
4,8,2,cobyla_restart,14,0.807945
4,8,2,cobyla_restart,15,0.807945
4,8,2,cobyla_restart,16,0.807945
4,8,2,cobyla_restart,17,0.807945
4,8,2,cobyla_restart,18,0.807945
4,8,2,cobyla_restart,19,0.807945
5,10,1,qiea,0,0.774954
5,10,1,qiea,1,0.775174
5,10,1,qiea,2,0.775111
5,10,1,qiea,3,0.775211
5,10,1,qiea,4,0.774966
5,10,1,qiea,5,0.775111
5,10,1,qiea,6,0.775065
5,10,1,qiea,7,0.775245
5,10,1,qiea,8,0.775065
5,10,1,qiea,9,0.775198
5,10,1,qiea,10,0.775198
5,10,1,qiea,11,0.775174
5,10,1,qiea,12,0.774954
5,10,1,qiea,13,0.775211
5,10,1,qiea,14,0.774966
5,10,1,qiea,15,0.775111
5,10,1,qiea,16,0.774954
5,10,1,qiea,17,0.775111
5,10,1,qiea,18,0.775245
5,10,1,qiea,19,0.773731
5,10,1,cobyla,0,0.775255
5,10,1,cobyla,1,0.775255
5,10,1,cobyla,2,0.775255
5,10,1,cobyla,3,0.775255
5,10,1,cobyla,4,0.775255
5,10,1,cobyla,5,0.775255
5,10,1,cobyla,6,0.775255
5,10,1,cobyla,7,0.775255
5,10,1,cobyla,8,0.775255
5,10,1,cobyla,9,0.775255
5,10,1,cobyla,10,0.775255
5,10,1,cobyla,11,0.775255
5,10,1,cobyla,12,0.576923
5,10,1,cobyla,13,0.775255
5,10,1,cobyla,14,0.775255
5,10,1,cobyla,15,0.775255
5,10,1,cobyla,16,0.775255
5,10,1,cobyla,17,0.775255
5,10,1,cobyla,18,0.775255
5,10,1,cobyla,19,0.775255
5,10,1,random,0,0.774312
5,10,1,random,1,0.77491
5,10,1,random,2,0.775105
5,10,1,random,3,0.775202
5,10,1,random,4,0.773769
5,10,1,random,5,0.774296
5,10,1,random,6,0.775223
5,10,1,random,7,0.774951
5,10,1,random,8,0.775178
5,10,1,random,9,0.774836
5,10,1,random,10,0.775203
5,10,1,random,11,0.775246
5,10,1,random,12,0.775248
5,10,1,random,13,0.77524
5,10,1,random,14,0.775154
5,10,1,random,15,0.774241
5,10,1,random,16,0.77504
5,10,1,random,17,0.774906
5,10,1,random,18,0.775004
5,10,1,random,19,0.774812
5,10,1,cobyla_restart,0,0.775255
5,10,1,cobyla_restart,1,0.775255
5,10,1,cobyla_restart,2,0.775255
5,10,1,cobyla_restart,3,0.775255
5,10,1,cobyla_restart,4,0.775255
5,10,1,cobyla_restart,5,0.775255
5,10,1,cobyla_restart,6,0.775255
5,10,1,cobyla_restart,7,0.775255
5,10,1,cobyla_restart,8,0.775255
5,10,1,cobyla_restart,9,0.775255
5,10,1,cobyla_restart,10,0.775255
5,10,1,cobyla_restart,11,0.775255
5,10,1,cobyla_restart,12,0.775255
5,10,1,cobyla_restart,13,0.775255
5,10,1,cobyla_restart,14,0.775255
5,10,1,cobyla_restart,15,0.775255
5,10,1,cobyla_restart,16,0.775255
5,10,1,cobyla_restart,17,0.775255
5,10,1,cobyla_restart,18,0.775255
5,10,1,cobyla_restart,19,0.775255
5,10,2,qiea,0,0.835731
5,10,2,qiea,1,0.843627
5,10,2,qiea,2,0.84223
5,10,2,qiea,3,0.859183
5,10,2,qiea,4,0.846032
5,10,2,qiea,5,0.837809
5,10,2,qiea,6,0.859818
5,10,2,qiea,7,0.845681
5,10,2,qiea,8,0.825995
5,10,2,qiea,9,0.827092
5,10,2,qiea,10,0.85948
5,10,2,qiea,11,0.828217
5,10,2,qiea,12,0.85948
5,10,2,qiea,13,0.842097
5,10,2,qiea,14,0.851227
5,10,2,qiea,15,0.845148
5,10,2,qiea,16,0.826966
5,10,2,qiea,17,0.843753
5,10,2,qiea,18,0.84605
5,10,2,qiea,19,0.849735
5,10,2,cobyla,0,0.831036
5,10,2,cobyla,1,0.846053
5,10,2,cobyla,2,0.859888
5,10,2,cobyla,3,0.831036
5,10,2,cobyla,4,0.859888
5,10,2,cobyla,5,0.831036
5,10,2,cobyla,6,0.831036
5,10,2,cobyla,7,0.846053
5,10,2,cobyla,8,0.846053
5,10,2,cobyla,9,0.831036
5,10,2,cobyla,10,0.859888
5,10,2,cobyla,11,0.859888
5,10,2,cobyla,12,0.846053
5,10,2,cobyla,13,0.859888
5,10,2,cobyla,14,0.846053
5,10,2,cobyla,15,0.859888
5,10,2,cobyla,16,0.859888
5,10,2,cobyla,17,0.831036
5,10,2,cobyla,18,0.831036
5,10,2,cobyla,19,0.846053
5,10,2,random,0,0.845929
5,10,2,random,1,0.846032
5,10,2,random,2,0.841549
5,10,2,random,3,0.856438
5,10,2,random,4,0.837247
5,10,2,random,5,0.846766
5,10,2,random,6,0.840904
5,10,2,random,7,0.835016
5,10,2,random,8,0.834848
5,10,2,random,9,0.846047
5,10,2,random,10,0.833406
5,10,2,random,11,0.831162
5,10,2,random,12,0.8362
5,10,2,random,13,0.851605
5,10,2,random,14,0.836653
5,10,2,random,15,0.843863
5,10,2,random,16,0.850167
5,10,2,random,17,0.836454
5,10,2,random,18,0.837114
5,10,2,random,19,0.831609
5,10,2,cobyla_restart,0,0.859888
5,10,2,cobyla_restart,1,0.859888
5,10,2,cobyla_restart,2,0.859888
5,10,2,cobyla_restart,3,0.859888
5,10,2,cobyla_restart,4,0.859888
5,10,2,cobyla_restart,5,0.859888
5,10,2,cobyla_restart,6,0.859888
5,10,2,cobyla_restart,7,0.859888
5,10,2,cobyla_restart,8,0.859888
5,10,2,cobyla_restart,9,0.859888
5,10,2,cobyla_restart,10,0.859888
5,10,2,cobyla_restart,11,0.859888
5,10,2,cobyla_restart,12,0.859888
5,10,2,cobyla_restart,13,0.859888
5,10,2,cobyla_restart,14,0.859888
5,10,2,cobyla_restart,15,0.859888
5,10,2,cobyla_restart,16,0.859888
5,10,2,cobyla_restart,17,0.859888
5,10,2,cobyla_restart,18,0.859888
5,10,2,cobyla_restart,19,0.859888
6,10,1,qiea,0,0.785908
6,10,1,qiea,1,0.786561
6,10,1,qiea,2,0.786631
6,10,1,qiea,3,0.785469
6,10,1,qiea,4,0.785851
6,10,1,qiea,5,0.786631
6,10,1,qiea,6,0.786631
6,10,1,qiea,7,0.786561
6,10,1,qiea,8,0.786631
6,10,1,qiea,9,0.786303
6,10,1,qiea,10,0.786303
6,10,1,qiea,11,0.786303
6,10,1,qiea,12,0.785851
6,10,1,qiea,13,0.786561
6,10,1,qiea,14,0.786624
6,10,1,qiea,15,0.786624
6,10,1,qiea,16,0.786561
6,10,1,qiea,17,0.786631
6,10,1,qiea,18,0.786631
6,10,1,qiea,19,0.786206
6,10,1,cobyla,0,0.786647
6,10,1,cobyla,1,0.786647
6,10,1,cobyla,2,0.786647
6,10,1,cobyla,3,0.786647
6,10,1,cobyla,4,0.786647
6,10,1,cobyla,5,0.786647
6,10,1,cobyla,6,0.786647
6,10,1,cobyla,7,0.786647
6,10,1,cobyla,8,0.786647
6,10,1,cobyla,9,0.786647
6,10,1,cobyla,10,0.786647
6,10,1,cobyla,11,0.786647
6,10,1,cobyla,12,0.576923
6,10,1,cobyla,13,0.786647
6,10,1,cobyla,14,0.786647
6,10,1,cobyla,15,0.786647
6,10,1,cobyla,16,0.786647
6,10,1,cobyla,17,0.786647
6,10,1,cobyla,18,0.786647
6,10,1,cobyla,19,0.786647
6,10,1,random,0,0.786538
6,10,1,random,1,0.786544
6,10,1,random,2,0.786628
6,10,1,random,3,0.786386
6,10,1,random,4,0.786256
6,10,1,random,5,0.785763
6,10,1,random,6,0.786141
6,10,1,random,7,0.785543
6,10,1,random,8,0.786598
6,10,1,random,9,0.78657
6,10,1,random,10,0.78594
6,10,1,random,11,0.786234
6,10,1,random,12,0.786509
6,10,1,random,13,0.786598
6,10,1,random,14,0.786564
6,10,1,random,15,0.786282
6,10,1,random,16,0.78613
6,10,1,random,17,0.786463
6,10,1,random,18,0.786593
6,10,1,random,19,0.786257
6,10,1,cobyla_restart,0,0.786647
6,10,1,cobyla_restart,1,0.786647
6,10,1,cobyla_restart,2,0.786647
6,10,1,cobyla_restart,3,0.786647
6,10,1,cobyla_restart,4,0.786647
6,10,1,cobyla_restart,5,0.786647
6,10,1,cobyla_restart,6,0.786647
6,10,1,cobyla_restart,7,0.786647
6,10,1,cobyla_restart,8,0.786647
6,10,1,cobyla_restart,9,0.786647
6,10,1,cobyla_restart,10,0.786647
6,10,1,cobyla_restart,11,0.786647
6,10,1,cobyla_restart,12,0.786647
6,10,1,cobyla_restart,13,0.786647
6,10,1,cobyla_restart,14,0.786647
6,10,1,cobyla_restart,15,0.786647
6,10,1,cobyla_restart,16,0.786647
6,10,1,cobyla_restart,17,0.786647
6,10,1,cobyla_restart,18,0.786647
6,10,1,cobyla_restart,19,0.786647
6,10,2,qiea,0,0.860952
6,10,2,qiea,1,0.860477
6,10,2,qiea,2,0.860502
6,10,2,qiea,3,0.868836
6,10,2,qiea,4,0.862539
6,10,2,qiea,5,0.851676
6,10,2,qiea,6,0.86871
6,10,2,qiea,7,0.862242
6,10,2,qiea,8,0.859575
6,10,2,qiea,9,0.837662
6,10,2,qiea,10,0.868842
6,10,2,qiea,11,0.845103
6,10,2,qiea,12,0.842893
6,10,2,qiea,13,0.86262
6,10,2,qiea,14,0.863054
6,10,2,qiea,15,0.862242
6,10,2,qiea,16,0.843805
6,10,2,qiea,17,0.843316
6,10,2,qiea,18,0.840883
6,10,2,qiea,19,0.864985
6,10,2,cobyla,0,0.841737
6,10,2,cobyla,1,0.862676
6,10,2,cobyla,2,0.841737
6,10,2,cobyla,3,0.868914
6,10,2,cobyla,4,0.868914
6,10,2,cobyla,5,0.841737
6,10,2,cobyla,6,0.841737
6,10,2,cobyla,7,0.868914
6,10,2,cobyla,8,0.862676
6,10,2,cobyla,9,0.841737
6,10,2,cobyla,10,0.868914
6,10,2,cobyla,11,0.868914
6,10,2,cobyla,12,0.862676
6,10,2,cobyla,13,0.841737
6,10,2,cobyla,14,0.862676
6,10,2,cobyla,15,0.862676
6,10,2,cobyla,16,0.862676
6,10,2,cobyla,17,0.841737
6,10,2,cobyla,18,0.841737
6,10,2,cobyla,19,0.862676
6,10,2,random,0,0.855867
6,10,2,random,1,0.849539
6,10,2,random,2,0.855491
6,10,2,random,3,0.867239
6,10,2,random,4,0.854707
6,10,2,random,5,0.855376
6,10,2,random,6,0.857597
6,10,2,random,7,0.845296
6,10,2,random,8,0.849556
6,10,2,random,9,0.848912
6,10,2,random,10,0.843134
6,10,2,random,11,0.848756
6,10,2,random,12,0.852397
6,10,2,random,13,0.864339
6,10,2,random,14,0.855008
6,10,2,random,15,0.856108
6,10,2,random,16,0.855027
6,10,2,random,17,0.849885
6,10,2,random,18,0.844037
6,10,2,random,19,0.844337
6,10,2,cobyla_restart,0,0.868914
6,10,2,cobyla_restart,1,0.868914
6,10,2,cobyla_restart,2,0.868914
6,10,2,cobyla_restart,3,0.868914
6,10,2,cobyla_restart,4,0.868914
6,10,2,cobyla_restart,5,0.868914
6,10,2,cobyla_restart,6,0.868914
6,10,2,cobyla_restart,7,0.868914
6,10,2,cobyla_restart,8,0.868914
6,10,2,cobyla_restart,9,0.868914
6,10,2,cobyla_restart,10,0.868914
6,10,2,cobyla_restart,11,0.868914
6,10,2,cobyla_restart,12,0.868914
6,10,2,cobyla_restart,13,0.868914
6,10,2,cobyla_restart,14,0.868914
6,10,2,cobyla_restart,15,0.868914
6,10,2,cobyla_restart,16,0.868914
6,10,2,cobyla_restart,17,0.868914
6,10,2,cobyla_restart,18,0.868914
6,10,2,cobyla_restart,19,0.868914
7,10,1,qiea,0,0.785908
7,10,1,qiea,1,0.786561
7,10,1,qiea,2,0.786631
7,10,1,qiea,3,0.785469
7,10,1,qiea,4,0.785851
7,10,1,qiea,5,0.786631
7,10,1,qiea,6,0.786631
7,10,1,qiea,7,0.786561
7,10,1,qiea,8,0.786631
7,10,1,qiea,9,0.786303
7,10,1,qiea,10,0.786303
7,10,1,qiea,11,0.786303
7,10,1,qiea,12,0.785851
7,10,1,qiea,13,0.786561
7,10,1,qiea,14,0.786624
7,10,1,qiea,15,0.786624
7,10,1,qiea,16,0.786561
7,10,1,qiea,17,0.786631
7,10,1,qiea,18,0.786631
7,10,1,qiea,19,0.786206
7,10,1,cobyla,0,0.786647
7,10,1,cobyla,1,0.786647
7,10,1,cobyla,2,0.786647
7,10,1,cobyla,3,0.786647
7,10,1,cobyla,4,0.786647
7,10,1,cobyla,5,0.786647
7,10,1,cobyla,6,0.786647
7,10,1,cobyla,7,0.786647
7,10,1,cobyla,8,0.786647
7,10,1,cobyla,9,0.786647
7,10,1,cobyla,10,0.786647
7,10,1,cobyla,11,0.786647
7,10,1,cobyla,12,0.576923
7,10,1,cobyla,13,0.786647
7,10,1,cobyla,14,0.786647
7,10,1,cobyla,15,0.786647
7,10,1,cobyla,16,0.786647
7,10,1,cobyla,17,0.786647
7,10,1,cobyla,18,0.786647
7,10,1,cobyla,19,0.786647
7,10,1,random,0,0.786538
7,10,1,random,1,0.786544
7,10,1,random,2,0.786628
7,10,1,random,3,0.786386
7,10,1,random,4,0.786256
7,10,1,random,5,0.785763
7,10,1,random,6,0.786141
7,10,1,random,7,0.785543
7,10,1,random,8,0.786598
7,10,1,random,9,0.78657
7,10,1,random,10,0.78594
7,10,1,random,11,0.786234
7,10,1,random,12,0.786509
7,10,1,random,13,0.786598
7,10,1,random,14,0.786564
7,10,1,random,15,0.786282
7,10,1,random,16,0.78613
7,10,1,random,17,0.786463
7,10,1,random,18,0.786593
7,10,1,random,19,0.786257
7,10,1,cobyla_restart,0,0.786647
7,10,1,cobyla_restart,1,0.786647
7,10,1,cobyla_restart,2,0.786647
7,10,1,cobyla_restart,3,0.786647
7,10,1,cobyla_restart,4,0.786647
7,10,1,cobyla_restart,5,0.786647
7,10,1,cobyla_restart,6,0.786647
7,10,1,cobyla_restart,7,0.786647
7,10,1,cobyla_restart,8,0.786647
7,10,1,cobyla_restart,9,0.786647
7,10,1,cobyla_restart,10,0.786647
7,10,1,cobyla_restart,11,0.786647
7,10,1,cobyla_restart,12,0.786647
7,10,1,cobyla_restart,13,0.786647
7,10,1,cobyla_restart,14,0.786647
7,10,1,cobyla_restart,15,0.786647
7,10,1,cobyla_restart,16,0.786647
7,10,1,cobyla_restart,17,0.786647
7,10,1,cobyla_restart,18,0.786647
7,10,1,cobyla_restart,19,0.786647
7,10,2,qiea,0,0.86658
7,10,2,qiea,1,0.8669
7,10,2,qiea,2,0.866875
7,10,2,qiea,3,0.884239
7,10,2,qiea,4,0.869044
7,10,2,qiea,5,0.867329
7,10,2,qiea,6,0.874462
7,10,2,qiea,7,0.868562
7,10,2,qiea,8,0.866407
7,10,2,qiea,9,0.842611
7,10,2,qiea,10,0.884651
7,10,2,qiea,11,0.849157
7,10,2,qiea,12,0.884692
7,10,2,qiea,13,0.868416
7,10,2,qiea,14,0.878355
7,10,2,qiea,15,0.868673
7,10,2,qiea,16,0.848641
7,10,2,qiea,17,0.87813
7,10,2,qiea,18,0.878204
7,10,2,qiea,19,0.877651
7,10,2,cobyla,0,0.84624
7,10,2,cobyla,1,0.86922
7,10,2,cobyla,2,0.86922
7,10,2,cobyla,3,0.846239
7,10,2,cobyla,4,0.884708
7,10,2,cobyla,5,0.84624
7,10,2,cobyla,6,0.84624
7,10,2,cobyla,7,0.884708
7,10,2,cobyla,8,0.86922
7,10,2,cobyla,9,0.84624
7,10,2,cobyla,10,0.884708
7,10,2,cobyla,11,0.884708
7,10,2,cobyla,12,0.884708
7,10,2,cobyla,13,0.884708
7,10,2,cobyla,14,0.86922
7,10,2,cobyla,15,0.86922
7,10,2,cobyla,16,0.86922
7,10,2,cobyla,17,0.84624
7,10,2,cobyla,18,0.84624
7,10,2,cobyla,19,0.86922
7,10,2,random,0,0.862884
7,10,2,random,1,0.856851
7,10,2,random,2,0.870297
7,10,2,random,3,0.879846
7,10,2,random,4,0.861083
7,10,2,random,5,0.8637
7,10,2,random,6,0.863581
7,10,2,random,7,0.866527
7,10,2,random,8,0.854466
7,10,2,random,9,0.859544
7,10,2,random,10,0.850912
7,10,2,random,11,0.855785
7,10,2,random,12,0.85802
7,10,2,random,13,0.87538
7,10,2,random,14,0.86243
7,10,2,random,15,0.873362
7,10,2,random,16,0.871902
7,10,2,random,17,0.856885
7,10,2,random,18,0.855213
7,10,2,random,19,0.848333
7,10,2,cobyla_restart,0,0.884708
7,10,2,cobyla_restart,1,0.884708
7,10,2,cobyla_restart,2,0.884708
7,10,2,cobyla_restart,3,0.884708
7,10,2,cobyla_restart,4,0.884708
7,10,2,cobyla_restart,5,0.884708
7,10,2,cobyla_restart,6,0.884708
7,10,2,cobyla_restart,7,0.884708
7,10,2,cobyla_restart,8,0.884708
7,10,2,cobyla_restart,9,0.884708
7,10,2,cobyla_restart,10,0.884708
7,10,2,cobyla_restart,11,0.884708
7,10,2,cobyla_restart,12,0.884708
7,10,2,cobyla_restart,13,0.884708
7,10,2,cobyla_restart,14,0.884708
7,10,2,cobyla_restart,15,0.884708
7,10,2,cobyla_restart,16,0.884708
7,10,2,cobyla_restart,17,0.884708
7,10,2,cobyla_restart,18,0.884708
7,10,2,cobyla_restart,19,0.884708
8,10,1,qiea,0,0.764711
8,10,1,qiea,1,0.76474
8,10,1,qiea,2,0.764711
8,10,1,qiea,3,0.764597
8,10,1,qiea,4,0.764711
8,10,1,qiea,5,0.76474
8,10,1,qiea,6,0.764035
8,10,1,qiea,7,0.764711
8,10,1,qiea,8,0.764282
8,10,1,qiea,9,0.76474
8,10,1,qiea,10,0.76474
8,10,1,qiea,11,0.76474
8,10,1,qiea,12,0.764597
8,10,1,qiea,13,0.764532
8,10,1,qiea,14,0.764429
8,10,1,qiea,15,0.764711
8,10,1,qiea,16,0.764597
8,10,1,qiea,17,0.764597
8,10,1,qiea,18,0.764367
8,10,1,qiea,19,0.761652
8,10,1,cobyla,0,0.764752
8,10,1,cobyla,1,0.764752
8,10,1,cobyla,2,0.764752
8,10,1,cobyla,3,0.764752
8,10,1,cobyla,4,0.764752
8,10,1,cobyla,5,0.764752
8,10,1,cobyla,6,0.764752
8,10,1,cobyla,7,0.764752
8,10,1,cobyla,8,0.764752
8,10,1,cobyla,9,0.764752
8,10,1,cobyla,10,0.764752
8,10,1,cobyla,11,0.764752
8,10,1,cobyla,12,0.576923
8,10,1,cobyla,13,0.764752
8,10,1,cobyla,14,0.764752
8,10,1,cobyla,15,0.764752
8,10,1,cobyla,16,0.764752
8,10,1,cobyla,17,0.764752
8,10,1,cobyla,18,0.764752
8,10,1,cobyla,19,0.764752
8,10,1,random,0,0.764288
8,10,1,random,1,0.764751
8,10,1,random,2,0.764416
8,10,1,random,3,0.764252
8,10,1,random,4,0.764333
8,10,1,random,5,0.764133
8,10,1,random,6,0.764743
8,10,1,random,7,0.764359
8,10,1,random,8,0.764685
8,10,1,random,9,0.763876
8,10,1,random,10,0.764557
8,10,1,random,11,0.764705
8,10,1,random,12,0.76445
8,10,1,random,13,0.76466
8,10,1,random,14,0.764748
8,10,1,random,15,0.76414
8,10,1,random,16,0.764526
8,10,1,random,17,0.764703
8,10,1,random,18,0.764717
8,10,1,random,19,0.764705
8,10,1,cobyla_restart,0,0.764752
8,10,1,cobyla_restart,1,0.764752
8,10,1,cobyla_restart,2,0.764752
8,10,1,cobyla_restart,3,0.764752
8,10,1,cobyla_restart,4,0.764752
8,10,1,cobyla_restart,5,0.764752
8,10,1,cobyla_restart,6,0.764752
8,10,1,cobyla_restart,7,0.764752
8,10,1,cobyla_restart,8,0.764752
8,10,1,cobyla_restart,9,0.764752
8,10,1,cobyla_restart,10,0.764752
8,10,1,cobyla_restart,11,0.764752
8,10,1,cobyla_restart,12,0.764752
8,10,1,cobyla_restart,13,0.764752
8,10,1,cobyla_restart,14,0.764752
8,10,1,cobyla_restart,15,0.764752
8,10,1,cobyla_restart,16,0.764752
8,10,1,cobyla_restart,17,0.764752
8,10,1,cobyla_restart,18,0.764752
8,10,1,cobyla_restart,19,0.764752
8,10,2,qiea,0,0.827736
8,10,2,qiea,1,0.835659
8,10,2,qiea,2,0.825341
8,10,2,qiea,3,0.834788
8,10,2,qiea,4,0.826496
8,10,2,qiea,5,0.835396
8,10,2,qiea,6,0.821469
8,10,2,qiea,7,0.826508
8,10,2,qiea,8,0.809553
8,10,2,qiea,9,0.815738
8,10,2,qiea,10,0.8354
8,10,2,qiea,11,0.813351
8,10,2,qiea,12,0.809049
8,10,2,qiea,13,0.826642
8,10,2,qiea,14,0.817392
8,10,2,qiea,15,0.81044
8,10,2,qiea,16,0.820744
8,10,2,qiea,17,0.825194
8,10,2,qiea,18,0.809548
8,10,2,qiea,19,0.828601
8,10,2,cobyla,0,0.817538
8,10,2,cobyla,1,0.827763
8,10,2,cobyla,2,0.836036
8,10,2,cobyla,3,0.817538
8,10,2,cobyla,4,0.836036
8,10,2,cobyla,5,0.836036
8,10,2,cobyla,6,0.817538
8,10,2,cobyla,7,0.827763
8,10,2,cobyla,8,0.827763
8,10,2,cobyla,9,0.817538
8,10,2,cobyla,10,0.836036
8,10,2,cobyla,11,0.827763
8,10,2,cobyla,12,0.817538
8,10,2,cobyla,13,0.836036
8,10,2,cobyla,14,0.827763
8,10,2,cobyla,15,0.827763
8,10,2,cobyla,16,0.836036
8,10,2,cobyla,17,0.817538
8,10,2,cobyla,18,0.827763
8,10,2,cobyla,19,0.827763
8,10,2,random,0,0.821321
8,10,2,random,1,0.831534
8,10,2,random,2,0.821246
8,10,2,random,3,0.832205
8,10,2,random,4,0.817957
8,10,2,random,5,0.827582
8,10,2,random,6,0.823474
8,10,2,random,7,0.807521
8,10,2,random,8,0.818435
8,10,2,random,9,0.828734
8,10,2,random,10,0.822945
8,10,2,random,11,0.813139
8,10,2,random,12,0.819252
8,10,2,random,13,0.828715
8,10,2,random,14,0.814036
8,10,2,random,15,0.820522
8,10,2,random,16,0.82554
8,10,2,random,17,0.818641
8,10,2,random,18,0.824136
8,10,2,random,19,0.818352
8,10,2,cobyla_restart,0,0.836036
8,10,2,cobyla_restart,1,0.836036
8,10,2,cobyla_restart,2,0.836036
8,10,2,cobyla_restart,3,0.836036
8,10,2,cobyla_restart,4,0.836036
8,10,2,cobyla_restart,5,0.836036
8,10,2,cobyla_restart,6,0.836036
8,10,2,cobyla_restart,7,0.836036
8,10,2,cobyla_restart,8,0.836036
8,10,2,cobyla_restart,9,0.836036
8,10,2,cobyla_restart,10,0.836036
8,10,2,cobyla_restart,11,0.836036
8,10,2,cobyla_restart,12,0.836036
8,10,2,cobyla_restart,13,0.836036
8,10,2,cobyla_restart,14,0.836036
8,10,2,cobyla_restart,15,0.836036
8,10,2,cobyla_restart,16,0.836036
8,10,2,cobyla_restart,17,0.836036
8,10,2,cobyla_restart,18,0.836036
8,10,2,cobyla_restart,19,0.836036
9,10,1,qiea,0,0.774954
9,10,1,qiea,1,0.775174
9,10,1,qiea,2,0.775111
9,10,1,qiea,3,0.775211
9,10,1,qiea,4,0.774966
9,10,1,qiea,5,0.775111
9,10,1,qiea,6,0.775065
9,10,1,qiea,7,0.775245
9,10,1,qiea,8,0.775065
9,10,1,qiea,9,0.775198
9,10,1,qiea,10,0.775198
9,10,1,qiea,11,0.775174
9,10,1,qiea,12,0.774954
9,10,1,qiea,13,0.775211
9,10,1,qiea,14,0.774966
9,10,1,qiea,15,0.775111
9,10,1,qiea,16,0.774954
9,10,1,qiea,17,0.775111
9,10,1,qiea,18,0.775245
9,10,1,qiea,19,0.773731
9,10,1,cobyla,0,0.775255
9,10,1,cobyla,1,0.775255
9,10,1,cobyla,2,0.775255
9,10,1,cobyla,3,0.775255
9,10,1,cobyla,4,0.775255
9,10,1,cobyla,5,0.775255
9,10,1,cobyla,6,0.775255
9,10,1,cobyla,7,0.775255
9,10,1,cobyla,8,0.775255
9,10,1,cobyla,9,0.775255
9,10,1,cobyla,10,0.775255
9,10,1,cobyla,11,0.775255
9,10,1,cobyla,12,0.576923
9,10,1,cobyla,13,0.775255
9,10,1,cobyla,14,0.775255
9,10,1,cobyla,15,0.775255
9,10,1,cobyla,16,0.775255
9,10,1,cobyla,17,0.775255
9,10,1,cobyla,18,0.775255
9,10,1,cobyla,19,0.775255
9,10,1,random,0,0.774312
9,10,1,random,1,0.77491
9,10,1,random,2,0.775105
9,10,1,random,3,0.775202
9,10,1,random,4,0.773769
9,10,1,random,5,0.774296
9,10,1,random,6,0.775223
9,10,1,random,7,0.774951
9,10,1,random,8,0.775178
9,10,1,random,9,0.774836
9,10,1,random,10,0.775203
9,10,1,random,11,0.775246
9,10,1,random,12,0.775248
9,10,1,random,13,0.77524
9,10,1,random,14,0.775154
9,10,1,random,15,0.774241
9,10,1,random,16,0.77504
9,10,1,random,17,0.774906
9,10,1,random,18,0.775004
9,10,1,random,19,0.774812
9,10,1,cobyla_restart,0,0.775255
9,10,1,cobyla_restart,1,0.775255
9,10,1,cobyla_restart,2,0.775255
9,10,1,cobyla_restart,3,0.775255
9,10,1,cobyla_restart,4,0.775255
9,10,1,cobyla_restart,5,0.775255
9,10,1,cobyla_restart,6,0.775255
9,10,1,cobyla_restart,7,0.775255
9,10,1,cobyla_restart,8,0.775255
9,10,1,cobyla_restart,9,0.775255
9,10,1,cobyla_restart,10,0.775255
9,10,1,cobyla_restart,11,0.775255
9,10,1,cobyla_restart,12,0.775255
9,10,1,cobyla_restart,13,0.775255
9,10,1,cobyla_restart,14,0.775255
9,10,1,cobyla_restart,15,0.775255
9,10,1,cobyla_restart,16,0.775255
9,10,1,cobyla_restart,17,0.775255
9,10,1,cobyla_restart,18,0.775255
9,10,1,cobyla_restart,19,0.775255
9,10,2,qiea,0,0.845977
9,10,2,qiea,1,0.837327
9,10,2,qiea,2,0.833586
9,10,2,qiea,3,0.850596
9,10,2,qiea,4,0.836029
9,10,2,qiea,5,0.850689
9,10,2,qiea,6,0.840742
9,10,2,qiea,7,0.83568
9,10,2,qiea,8,0.824095
9,10,2,qiea,9,0.825206
9,10,2,qiea,10,0.85063
9,10,2,qiea,11,0.82161
9,10,2,qiea,12,0.817721
9,10,2,qiea,13,0.83071
9,10,2,qiea,14,0.828565
9,10,2,qiea,15,0.830268
9,10,2,qiea,16,0.850594
9,10,2,qiea,17,0.824722
9,10,2,qiea,18,0.818614
9,10,2,qiea,19,0.842384
9,10,2,cobyla,0,0.828702
9,10,2,cobyla,1,0.83623
9,10,2,cobyla,2,0.851031
9,10,2,cobyla,3,0.828702
9,10,2,cobyla,4,0.851031
9,10,2,cobyla,5,0.828702
9,10,2,cobyla,6,0.828702
9,10,2,cobyla,7,0.83623
9,10,2,cobyla,8,0.83623
9,10,2,cobyla,9,0.828702
9,10,2,cobyla,10,0.851031
9,10,2,cobyla,11,0.851031
9,10,2,cobyla,12,0.851031
9,10,2,cobyla,13,0.851031
9,10,2,cobyla,14,0.836231
9,10,2,cobyla,15,0.851031
9,10,2,cobyla,16,0.851031
9,10,2,cobyla,17,0.828702
9,10,2,cobyla,18,0.828702
9,10,2,cobyla,19,0.83623
9,10,2,random,0,0.841843
9,10,2,random,1,0.843203
9,10,2,random,2,0.830461
9,10,2,random,3,0.846871
9,10,2,random,4,0.827931
9,10,2,random,5,0.840023
9,10,2,random,6,0.8318
9,10,2,random,7,0.823219
9,10,2,random,8,0.832607
9,10,2,random,9,0.841009
9,10,2,random,10,0.832503
9,10,2,random,11,0.823843
